language,url
English,https://aclanthology.org/S18-1060
English,https://aclanthology.org/S18-1061
Spanish,https://aclanthology.org/S18-1061
Spanish (Canary Islands),https://aclanthology.org/S18-1061
English,https://aclanthology.org/S18-1063
English,https://aclanthology.org/S18-1065
English,https://aclanthology.org/S18-1066
English,https://aclanthology.org/S18-1068
Spanish,https://aclanthology.org/S18-1068
Spanish (Canary Islands),https://aclanthology.org/S18-1068
English,https://aclanthology.org/S18-1069
English,https://aclanthology.org/S18-1070
Spanish,https://aclanthology.org/S18-1070
Spanish (Canary Islands),https://aclanthology.org/S18-1070
English,https://aclanthology.org/S18-1072
Spanish,https://aclanthology.org/S18-1072
Spanish (Canary Islands),https://aclanthology.org/S18-1072
English,https://aclanthology.org/S18-1073
Spanish,https://aclanthology.org/S18-1073
Spanish (Canary Islands),https://aclanthology.org/S18-1073
English,https://aclanthology.org/S18-1077
Spanish,https://aclanthology.org/S18-1077
Spanish (Canary Islands),https://aclanthology.org/S18-1077
English,https://aclanthology.org/S18-1078
Spanish,https://aclanthology.org/S18-1078
Spanish (Canary Islands),https://aclanthology.org/S18-1078
English,https://aclanthology.org/S18-1079
Spanish,https://aclanthology.org/S18-1079
Spanish (Canary Islands),https://aclanthology.org/S18-1079
English,https://aclanthology.org/S18-1082
English,https://aclanthology.org/S18-1084
English,https://aclanthology.org/S18-1085
English,https://aclanthology.org/S18-1087
English,https://aclanthology.org/S18-1088
English,https://aclanthology.org/S18-1089
English,https://aclanthology.org/S18-1090
English,https://aclanthology.org/S18-1092
Spanish,https://aclanthology.org/S18-1092
Spanish (Canary Islands),https://aclanthology.org/S18-1092
English,https://aclanthology.org/S18-1093
English,https://aclanthology.org/S18-1094
English,https://aclanthology.org/S18-1095
English,https://aclanthology.org/S18-1096
English,https://aclanthology.org/S18-1099
English,https://aclanthology.org/S18-1100
English,https://aclanthology.org/S18-1101
English,https://aclanthology.org/S18-1102
English,https://aclanthology.org/S18-1103
English,https://aclanthology.org/S18-1105
English,https://aclanthology.org/S18-1106
English,https://aclanthology.org/S18-1115
Italian (Fiorentino),https://aclanthology.org/S18-1115
Italian,https://aclanthology.org/S18-1115
Italian (Bologna),https://aclanthology.org/S18-1115
Italian (Genoa),https://aclanthology.org/S18-1115
Italian (Napolitanian),https://aclanthology.org/S18-1115
Italian (Turinese),https://aclanthology.org/S18-1115
Spanish,https://aclanthology.org/S18-1115
Spanish (Canary Islands),https://aclanthology.org/S18-1115
English,https://aclanthology.org/S18-1148
Italian (Fiorentino),https://aclanthology.org/S18-1148
Italian,https://aclanthology.org/S18-1148
Italian (Bologna),https://aclanthology.org/S18-1148
Italian (Genoa),https://aclanthology.org/S18-1148
Italian (Napolitanian),https://aclanthology.org/S18-1148
Italian (Turinese),https://aclanthology.org/S18-1148
Spanish,https://aclanthology.org/S18-1148
Spanish (Canary Islands),https://aclanthology.org/S18-1148
English,https://aclanthology.org/S18-1149
Italian (Fiorentino),https://aclanthology.org/S18-1152
Italian,https://aclanthology.org/S18-1152
Italian (Bologna),https://aclanthology.org/S18-1152
Italian (Genoa),https://aclanthology.org/S18-1152
Italian (Napolitanian),https://aclanthology.org/S18-1152
Italian (Turinese),https://aclanthology.org/S18-1152
Spanish,https://aclanthology.org/S18-1152
Spanish (Canary Islands),https://aclanthology.org/S18-1152
English,https://aclanthology.org/Q18-1003
German (Upper Austrian),https://aclanthology.org/Q18-1003
German (Bavarian),https://aclanthology.org/Q18-1003
German (Bern),https://aclanthology.org/Q18-1003
German (Berlin),https://aclanthology.org/Q18-1003
German,https://aclanthology.org/Q18-1003
German (Hannover),https://aclanthology.org/Q18-1003
German (Mansfeldisch),https://aclanthology.org/Q18-1003
German (Ostschweiz),https://aclanthology.org/Q18-1003
German (Appenzell),https://aclanthology.org/Q18-1003
German (Ripuarian),https://aclanthology.org/Q18-1003
German (Thurgau),https://aclanthology.org/Q18-1003
German (Thuringian),https://aclanthology.org/Q18-1003
German (Timisoara),https://aclanthology.org/Q18-1003
German (Viennese),https://aclanthology.org/Q18-1003
German (Westphalian),https://aclanthology.org/Q18-1003
German (Zurich),https://aclanthology.org/Q18-1003
English,https://aclanthology.org/Q18-1017
German (Upper Austrian),https://aclanthology.org/Q18-1017
German (Bavarian),https://aclanthology.org/Q18-1017
German (Bern),https://aclanthology.org/Q18-1017
German (Berlin),https://aclanthology.org/Q18-1017
German,https://aclanthology.org/Q18-1017
German (Hannover),https://aclanthology.org/Q18-1017
German (Mansfeldisch),https://aclanthology.org/Q18-1017
German (Ostschweiz),https://aclanthology.org/Q18-1017
German (Appenzell),https://aclanthology.org/Q18-1017
German (Ripuarian),https://aclanthology.org/Q18-1017
German (Thurgau),https://aclanthology.org/Q18-1017
German (Thuringian),https://aclanthology.org/Q18-1017
German (Timisoara),https://aclanthology.org/Q18-1017
German (Viennese),https://aclanthology.org/Q18-1017
German (Westphalian),https://aclanthology.org/Q18-1017
German (Zurich),https://aclanthology.org/Q18-1017
English,https://aclanthology.org/Q18-1024
Arabic (Chadian),https://aclanthology.org/Q18-1030
Arabic (Beirut),https://aclanthology.org/Q18-1030
Arabic (Bahrain),https://aclanthology.org/Q18-1030
Arabic (Egyptian),https://aclanthology.org/Q18-1030
Arabic (Eastern Libyan),https://aclanthology.org/Q18-1030
Arabic (Bani-Hassan),https://aclanthology.org/Q18-1030
Arabic (Kormakiti),https://aclanthology.org/Q18-1030
Arabic (Moroccan),https://aclanthology.org/Q18-1030
Arabic (Modern Standard),https://aclanthology.org/Q18-1030
Arabic (North Levantine Spoken),https://aclanthology.org/Q18-1030
Arabic (Palestinian),https://aclanthology.org/Q18-1030
Arabic (Gulf),https://aclanthology.org/Q18-1030
Arabic (Hijazi),https://aclanthology.org/Q18-1030
Arabic (Kuwaiti),https://aclanthology.org/Q18-1030
Arabic (Lebanese),https://aclanthology.org/Q18-1030
Arabic (Borno Nigerian),https://aclanthology.org/Q18-1030
Arabic (Iraqi),https://aclanthology.org/Q18-1030
Arabic (San'ani),https://aclanthology.org/Q18-1030
Arabic (Negev),https://aclanthology.org/Q18-1030
Arabic (Syrian),https://aclanthology.org/Q18-1030
Arabic (Tunisian),https://aclanthology.org/Q18-1030
Hebrew (Modern Ashkenazic),https://aclanthology.org/Q18-1030
Hebrew (Modern),https://aclanthology.org/Q18-1030
Japanese,https://aclanthology.org/Q18-1030
English,https://aclanthology.org/Q18-1036
Arabic (Chadian),https://aclanthology.org/Q18-1039
Arabic (Beirut),https://aclanthology.org/Q18-1039
Arabic (Bahrain),https://aclanthology.org/Q18-1039
Arabic (Egyptian),https://aclanthology.org/Q18-1039
Arabic (Eastern Libyan),https://aclanthology.org/Q18-1039
Arabic (Bani-Hassan),https://aclanthology.org/Q18-1039
Arabic (Kormakiti),https://aclanthology.org/Q18-1039
Arabic (Moroccan),https://aclanthology.org/Q18-1039
Arabic (Modern Standard),https://aclanthology.org/Q18-1039
Arabic (North Levantine Spoken),https://aclanthology.org/Q18-1039
Arabic (Palestinian),https://aclanthology.org/Q18-1039
Arabic (Gulf),https://aclanthology.org/Q18-1039
Arabic (Hijazi),https://aclanthology.org/Q18-1039
Arabic (Kuwaiti),https://aclanthology.org/Q18-1039
Arabic (Lebanese),https://aclanthology.org/Q18-1039
Arabic (Borno Nigerian),https://aclanthology.org/Q18-1039
Arabic (Iraqi),https://aclanthology.org/Q18-1039
Arabic (San'ani),https://aclanthology.org/Q18-1039
Arabic (Negev),https://aclanthology.org/Q18-1039
Arabic (Syrian),https://aclanthology.org/Q18-1039
Arabic (Tunisian),https://aclanthology.org/Q18-1039
English,https://aclanthology.org/Q18-1039
English,https://aclanthology.org/Q18-1043
English,https://aclanthology.org/Q18-1045
English,https://aclanthology.org/P18-5008
English,https://aclanthology.org/P18-4001
Oromo (Boraana),https://aclanthology.org/P18-4001
Oromo (Harar),https://aclanthology.org/P18-4001
Oromo (Waata),https://aclanthology.org/P18-4001
Oromo (West-Central),https://aclanthology.org/P18-4001
Tigrinya,https://aclanthology.org/P18-4001
Arabic (Chadian),https://aclanthology.org/P18-4003
Arabic (Beirut),https://aclanthology.org/P18-4003
Arabic (Bahrain),https://aclanthology.org/P18-4003
Arabic (Egyptian),https://aclanthology.org/P18-4003
Arabic (Eastern Libyan),https://aclanthology.org/P18-4003
Arabic (Bani-Hassan),https://aclanthology.org/P18-4003
Arabic (Kormakiti),https://aclanthology.org/P18-4003
Arabic (Moroccan),https://aclanthology.org/P18-4003
Arabic (Modern Standard),https://aclanthology.org/P18-4003
Arabic (North Levantine Spoken),https://aclanthology.org/P18-4003
Arabic (Palestinian),https://aclanthology.org/P18-4003
Arabic (Gulf),https://aclanthology.org/P18-4003
Arabic (Hijazi),https://aclanthology.org/P18-4003
Arabic (Kuwaiti),https://aclanthology.org/P18-4003
Arabic (Lebanese),https://aclanthology.org/P18-4003
Arabic (Borno Nigerian),https://aclanthology.org/P18-4003
Arabic (Iraqi),https://aclanthology.org/P18-4003
Arabic (San'ani),https://aclanthology.org/P18-4003
Arabic (Negev),https://aclanthology.org/P18-4003
Arabic (Syrian),https://aclanthology.org/P18-4003
Arabic (Tunisian),https://aclanthology.org/P18-4003
Tibetan (Dingri),https://aclanthology.org/P18-4003
Tibetan (Drokpa),https://aclanthology.org/P18-4003
Tibetan (Standard Spoken),https://aclanthology.org/P18-4003
Tibetan (Shigatse),https://aclanthology.org/P18-4003
Tibetan (Modern Literary),https://aclanthology.org/P18-4003
Japanese,https://aclanthology.org/P18-4010
English,https://aclanthology.org/P18-4011
Uyghur,https://aclanthology.org/P18-4011
English,https://aclanthology.org/P18-4017
English,https://aclanthology.org/P18-3001
French,https://aclanthology.org/P18-3009
German (Upper Austrian),https://aclanthology.org/P18-3009
German (Bavarian),https://aclanthology.org/P18-3009
German (Bern),https://aclanthology.org/P18-3009
German (Berlin),https://aclanthology.org/P18-3009
German,https://aclanthology.org/P18-3009
German (Hannover),https://aclanthology.org/P18-3009
German (Mansfeldisch),https://aclanthology.org/P18-3009
German (Ostschweiz),https://aclanthology.org/P18-3009
German (Appenzell),https://aclanthology.org/P18-3009
German (Ripuarian),https://aclanthology.org/P18-3009
German (Thurgau),https://aclanthology.org/P18-3009
German (Thuringian),https://aclanthology.org/P18-3009
German (Timisoara),https://aclanthology.org/P18-3009
German (Viennese),https://aclanthology.org/P18-3009
German (Westphalian),https://aclanthology.org/P18-3009
German (Zurich),https://aclanthology.org/P18-3009
Telugu,https://aclanthology.org/P18-3014
English,https://aclanthology.org/P18-3016
English,https://aclanthology.org/P18-3017
Hindi,https://aclanthology.org/P18-3021
Telugu,https://aclanthology.org/P18-3021
English,https://aclanthology.org/P18-3022
Arabic (Chadian),https://aclanthology.org/P18-2004
Arabic (Beirut),https://aclanthology.org/P18-2004
Arabic (Bahrain),https://aclanthology.org/P18-2004
Arabic (Egyptian),https://aclanthology.org/P18-2004
Arabic (Eastern Libyan),https://aclanthology.org/P18-2004
Arabic (Bani-Hassan),https://aclanthology.org/P18-2004
Arabic (Kormakiti),https://aclanthology.org/P18-2004
Arabic (Moroccan),https://aclanthology.org/P18-2004
Arabic (Modern Standard),https://aclanthology.org/P18-2004
Arabic (North Levantine Spoken),https://aclanthology.org/P18-2004
Arabic (Palestinian),https://aclanthology.org/P18-2004
Arabic (Gulf),https://aclanthology.org/P18-2004
Arabic (Hijazi),https://aclanthology.org/P18-2004
Arabic (Kuwaiti),https://aclanthology.org/P18-2004
Arabic (Lebanese),https://aclanthology.org/P18-2004
Arabic (Borno Nigerian),https://aclanthology.org/P18-2004
Arabic (Iraqi),https://aclanthology.org/P18-2004
Arabic (San'ani),https://aclanthology.org/P18-2004
Arabic (Negev),https://aclanthology.org/P18-2004
Arabic (Syrian),https://aclanthology.org/P18-2004
Arabic (Tunisian),https://aclanthology.org/P18-2004
English,https://aclanthology.org/P18-2017
German (Upper Austrian),https://aclanthology.org/P18-2020
German (Bavarian),https://aclanthology.org/P18-2020
German (Bern),https://aclanthology.org/P18-2020
German (Berlin),https://aclanthology.org/P18-2020
German,https://aclanthology.org/P18-2020
German (Hannover),https://aclanthology.org/P18-2020
German (Mansfeldisch),https://aclanthology.org/P18-2020
German (Ostschweiz),https://aclanthology.org/P18-2020
German (Appenzell),https://aclanthology.org/P18-2020
German (Ripuarian),https://aclanthology.org/P18-2020
German (Thurgau),https://aclanthology.org/P18-2020
German (Thuringian),https://aclanthology.org/P18-2020
German (Timisoara),https://aclanthology.org/P18-2020
German (Viennese),https://aclanthology.org/P18-2020
German (Westphalian),https://aclanthology.org/P18-2020
German (Zurich),https://aclanthology.org/P18-2020
English,https://aclanthology.org/P18-2024
English,https://aclanthology.org/P18-2027
English,https://aclanthology.org/P18-2037
German (Upper Austrian),https://aclanthology.org/P18-2037
German (Bavarian),https://aclanthology.org/P18-2037
German (Bern),https://aclanthology.org/P18-2037
German (Berlin),https://aclanthology.org/P18-2037
German,https://aclanthology.org/P18-2037
German (Hannover),https://aclanthology.org/P18-2037
German (Mansfeldisch),https://aclanthology.org/P18-2037
German (Ostschweiz),https://aclanthology.org/P18-2037
German (Appenzell),https://aclanthology.org/P18-2037
German (Ripuarian),https://aclanthology.org/P18-2037
German (Thurgau),https://aclanthology.org/P18-2037
German (Thuringian),https://aclanthology.org/P18-2037
German (Timisoara),https://aclanthology.org/P18-2037
German (Viennese),https://aclanthology.org/P18-2037
German (Westphalian),https://aclanthology.org/P18-2037
German (Zurich),https://aclanthology.org/P18-2037
Polish,https://aclanthology.org/P18-2042
English,https://aclanthology.org/P18-2055
English,https://aclanthology.org/P18-2063
Spanish,https://aclanthology.org/P18-2063
Spanish (Canary Islands),https://aclanthology.org/P18-2063
English,https://aclanthology.org/P18-2073
Burmese,https://aclanthology.org/P18-2078
Khmer,https://aclanthology.org/P18-2078
Thai,https://aclanthology.org/P18-2078
Arabic (Chadian),https://aclanthology.org/P18-2080
Arabic (Beirut),https://aclanthology.org/P18-2080
Arabic (Bahrain),https://aclanthology.org/P18-2080
Arabic (Egyptian),https://aclanthology.org/P18-2080
Arabic (Eastern Libyan),https://aclanthology.org/P18-2080
Arabic (Bani-Hassan),https://aclanthology.org/P18-2080
Arabic (Kormakiti),https://aclanthology.org/P18-2080
Arabic (Moroccan),https://aclanthology.org/P18-2080
Arabic (Modern Standard),https://aclanthology.org/P18-2080
Arabic (North Levantine Spoken),https://aclanthology.org/P18-2080
Arabic (Palestinian),https://aclanthology.org/P18-2080
Arabic (Gulf),https://aclanthology.org/P18-2080
Arabic (Hijazi),https://aclanthology.org/P18-2080
Arabic (Kuwaiti),https://aclanthology.org/P18-2080
Arabic (Lebanese),https://aclanthology.org/P18-2080
Arabic (Borno Nigerian),https://aclanthology.org/P18-2080
Arabic (Iraqi),https://aclanthology.org/P18-2080
Arabic (San'ani),https://aclanthology.org/P18-2080
Arabic (Negev),https://aclanthology.org/P18-2080
Arabic (Syrian),https://aclanthology.org/P18-2080
Arabic (Tunisian),https://aclanthology.org/P18-2080
Arabic (Chadian),https://aclanthology.org/P18-2089
Arabic (Beirut),https://aclanthology.org/P18-2089
Arabic (Bahrain),https://aclanthology.org/P18-2089
Arabic (Egyptian),https://aclanthology.org/P18-2089
Arabic (Eastern Libyan),https://aclanthology.org/P18-2089
Arabic (Bani-Hassan),https://aclanthology.org/P18-2089
Arabic (Kormakiti),https://aclanthology.org/P18-2089
Arabic (Moroccan),https://aclanthology.org/P18-2089
Arabic (Modern Standard),https://aclanthology.org/P18-2089
Arabic (North Levantine Spoken),https://aclanthology.org/P18-2089
Arabic (Palestinian),https://aclanthology.org/P18-2089
Arabic (Gulf),https://aclanthology.org/P18-2089
Arabic (Hijazi),https://aclanthology.org/P18-2089
Arabic (Kuwaiti),https://aclanthology.org/P18-2089
Arabic (Lebanese),https://aclanthology.org/P18-2089
Arabic (Borno Nigerian),https://aclanthology.org/P18-2089
Arabic (Iraqi),https://aclanthology.org/P18-2089
Arabic (San'ani),https://aclanthology.org/P18-2089
Arabic (Negev),https://aclanthology.org/P18-2089
Arabic (Syrian),https://aclanthology.org/P18-2089
Arabic (Tunisian),https://aclanthology.org/P18-2089
English,https://aclanthology.org/P18-2104
Vietnamese,https://aclanthology.org/P18-2104
English,https://aclanthology.org/P18-1001
English,https://aclanthology.org/P18-1008
French,https://aclanthology.org/P18-1008
German (Upper Austrian),https://aclanthology.org/P18-1008
German (Bavarian),https://aclanthology.org/P18-1008
German (Bern),https://aclanthology.org/P18-1008
German (Berlin),https://aclanthology.org/P18-1008
German,https://aclanthology.org/P18-1008
German (Hannover),https://aclanthology.org/P18-1008
German (Mansfeldisch),https://aclanthology.org/P18-1008
German (Ostschweiz),https://aclanthology.org/P18-1008
German (Appenzell),https://aclanthology.org/P18-1008
German (Ripuarian),https://aclanthology.org/P18-1008
German (Thurgau),https://aclanthology.org/P18-1008
German (Thuringian),https://aclanthology.org/P18-1008
German (Timisoara),https://aclanthology.org/P18-1008
German (Viennese),https://aclanthology.org/P18-1008
German (Westphalian),https://aclanthology.org/P18-1008
German (Zurich),https://aclanthology.org/P18-1008
English,https://aclanthology.org/P18-1017
English,https://aclanthology.org/P18-1018
English,https://aclanthology.org/P18-1038
Japanese,https://aclanthology.org/P18-1044
English,https://aclanthology.org/P18-1051
French,https://aclanthology.org/P18-1051
Japanese,https://aclanthology.org/P18-1054
Broken,https://aclanthology.org/P18-1086
English,https://aclanthology.org/P18-1113
English,https://aclanthology.org/P18-1118
Estonian,https://aclanthology.org/P18-1118
French,https://aclanthology.org/P18-1118
German (Upper Austrian),https://aclanthology.org/P18-1118
German (Bavarian),https://aclanthology.org/P18-1118
German (Bern),https://aclanthology.org/P18-1118
German (Berlin),https://aclanthology.org/P18-1118
German,https://aclanthology.org/P18-1118
German (Hannover),https://aclanthology.org/P18-1118
German (Mansfeldisch),https://aclanthology.org/P18-1118
German (Ostschweiz),https://aclanthology.org/P18-1118
German (Appenzell),https://aclanthology.org/P18-1118
German (Ripuarian),https://aclanthology.org/P18-1118
German (Thurgau),https://aclanthology.org/P18-1118
German (Thuringian),https://aclanthology.org/P18-1118
German (Timisoara),https://aclanthology.org/P18-1118
German (Viennese),https://aclanthology.org/P18-1118
German (Westphalian),https://aclanthology.org/P18-1118
German (Zurich),https://aclanthology.org/P18-1118
English,https://aclanthology.org/P18-1131
One,https://aclanthology.org/P18-1143
English,https://aclanthology.org/P18-1178
English,https://aclanthology.org/P18-1179
English,https://aclanthology.org/P18-1180
English,https://aclanthology.org/P18-1192
English,https://aclanthology.org/P18-1226
Korean,https://aclanthology.org/P18-1226
English,https://aclanthology.org/P18-1230
Basque (Bidasoa Valley),https://aclanthology.org/P18-1231
Basque (Gernica),https://aclanthology.org/P18-1231
Basque (Hondarribia),https://aclanthology.org/P18-1231
Basque (Basaburua and Imoz),https://aclanthology.org/P18-1231
Basque (Lekeitio),https://aclanthology.org/P18-1231
Basque (Northern High Navarrese),https://aclanthology.org/P18-1231
Basque (Oñati),https://aclanthology.org/P18-1231
Basque (Roncalese),https://aclanthology.org/P18-1231
Basque (Sakana),https://aclanthology.org/P18-1231
Basque (Zeberio),https://aclanthology.org/P18-1231
Basque (Souletin),https://aclanthology.org/P18-1231
Basque,https://aclanthology.org/P18-1231
Catalan,https://aclanthology.org/P18-1231
Spanish,https://aclanthology.org/P18-1231
Spanish (Canary Islands),https://aclanthology.org/P18-1231
English,https://aclanthology.org/P18-1248
English,https://aclanthology.org/P18-1256
English,https://aclanthology.org/N18-6002
Arabic (Chadian),https://aclanthology.org/N18-5006
Arabic (Beirut),https://aclanthology.org/N18-5006
Arabic (Bahrain),https://aclanthology.org/N18-5006
Arabic (Egyptian),https://aclanthology.org/N18-5006
Arabic (Eastern Libyan),https://aclanthology.org/N18-5006
Arabic (Bani-Hassan),https://aclanthology.org/N18-5006
Arabic (Kormakiti),https://aclanthology.org/N18-5006
Arabic (Moroccan),https://aclanthology.org/N18-5006
Arabic (Modern Standard),https://aclanthology.org/N18-5006
Arabic (North Levantine Spoken),https://aclanthology.org/N18-5006
Arabic (Palestinian),https://aclanthology.org/N18-5006
Arabic (Gulf),https://aclanthology.org/N18-5006
Arabic (Hijazi),https://aclanthology.org/N18-5006
Arabic (Kuwaiti),https://aclanthology.org/N18-5006
Arabic (Lebanese),https://aclanthology.org/N18-5006
Arabic (Borno Nigerian),https://aclanthology.org/N18-5006
Arabic (Iraqi),https://aclanthology.org/N18-5006
Arabic (San'ani),https://aclanthology.org/N18-5006
Arabic (Negev),https://aclanthology.org/N18-5006
Arabic (Syrian),https://aclanthology.org/N18-5006
Arabic (Tunisian),https://aclanthology.org/N18-5006
English,https://aclanthology.org/N18-5006
English,https://aclanthology.org/N18-5009
Vietnamese,https://aclanthology.org/N18-5012
Estonian,https://aclanthology.org/N18-4002
English,https://aclanthology.org/N18-4006
English,https://aclanthology.org/N18-4008
Igbo,https://aclanthology.org/N18-4008
English,https://aclanthology.org/N18-4009
Japanese,https://aclanthology.org/N18-4014
Arabic (Chadian),https://aclanthology.org/N18-4020
Arabic (Beirut),https://aclanthology.org/N18-4020
Arabic (Bahrain),https://aclanthology.org/N18-4020
Arabic (Egyptian),https://aclanthology.org/N18-4020
Arabic (Eastern Libyan),https://aclanthology.org/N18-4020
Arabic (Bani-Hassan),https://aclanthology.org/N18-4020
Arabic (Kormakiti),https://aclanthology.org/N18-4020
Arabic (Moroccan),https://aclanthology.org/N18-4020
Arabic (Modern Standard),https://aclanthology.org/N18-4020
Arabic (North Levantine Spoken),https://aclanthology.org/N18-4020
Arabic (Palestinian),https://aclanthology.org/N18-4020
Arabic (Gulf),https://aclanthology.org/N18-4020
Arabic (Hijazi),https://aclanthology.org/N18-4020
Arabic (Kuwaiti),https://aclanthology.org/N18-4020
Arabic (Lebanese),https://aclanthology.org/N18-4020
Arabic (Borno Nigerian),https://aclanthology.org/N18-4020
Arabic (Iraqi),https://aclanthology.org/N18-4020
Arabic (San'ani),https://aclanthology.org/N18-4020
Arabic (Negev),https://aclanthology.org/N18-4020
Arabic (Syrian),https://aclanthology.org/N18-4020
Arabic (Tunisian),https://aclanthology.org/N18-4020
English,https://aclanthology.org/N18-4020
English,https://aclanthology.org/N18-3017
German (Upper Austrian),https://aclanthology.org/N18-3017
German (Bavarian),https://aclanthology.org/N18-3017
German (Bern),https://aclanthology.org/N18-3017
German (Berlin),https://aclanthology.org/N18-3017
German,https://aclanthology.org/N18-3017
German (Hannover),https://aclanthology.org/N18-3017
German (Mansfeldisch),https://aclanthology.org/N18-3017
German (Ostschweiz),https://aclanthology.org/N18-3017
German (Appenzell),https://aclanthology.org/N18-3017
German (Ripuarian),https://aclanthology.org/N18-3017
German (Thurgau),https://aclanthology.org/N18-3017
German (Thuringian),https://aclanthology.org/N18-3017
German (Timisoara),https://aclanthology.org/N18-3017
German (Viennese),https://aclanthology.org/N18-3017
German (Westphalian),https://aclanthology.org/N18-3017
German (Zurich),https://aclanthology.org/N18-3017
English,https://aclanthology.org/N18-3020
French,https://aclanthology.org/N18-3020
German (Upper Austrian),https://aclanthology.org/N18-3020
German (Bavarian),https://aclanthology.org/N18-3020
German (Bern),https://aclanthology.org/N18-3020
German (Berlin),https://aclanthology.org/N18-3020
German,https://aclanthology.org/N18-3020
German (Hannover),https://aclanthology.org/N18-3020
German (Mansfeldisch),https://aclanthology.org/N18-3020
German (Ostschweiz),https://aclanthology.org/N18-3020
German (Appenzell),https://aclanthology.org/N18-3020
German (Ripuarian),https://aclanthology.org/N18-3020
German (Thurgau),https://aclanthology.org/N18-3020
German (Thuringian),https://aclanthology.org/N18-3020
German (Timisoara),https://aclanthology.org/N18-3020
German (Viennese),https://aclanthology.org/N18-3020
German (Westphalian),https://aclanthology.org/N18-3020
German (Zurich),https://aclanthology.org/N18-3020
German (Upper Austrian),https://aclanthology.org/N18-3027
German (Bavarian),https://aclanthology.org/N18-3027
German (Bern),https://aclanthology.org/N18-3027
German (Berlin),https://aclanthology.org/N18-3027
German,https://aclanthology.org/N18-3027
German (Hannover),https://aclanthology.org/N18-3027
German (Mansfeldisch),https://aclanthology.org/N18-3027
German (Ostschweiz),https://aclanthology.org/N18-3027
German (Appenzell),https://aclanthology.org/N18-3027
German (Ripuarian),https://aclanthology.org/N18-3027
German (Thurgau),https://aclanthology.org/N18-3027
German (Thuringian),https://aclanthology.org/N18-3027
German (Timisoara),https://aclanthology.org/N18-3027
German (Viennese),https://aclanthology.org/N18-3027
German (Westphalian),https://aclanthology.org/N18-3027
German (Zurich),https://aclanthology.org/N18-3027
Arabic (Chadian),https://aclanthology.org/N18-2004
Arabic (Beirut),https://aclanthology.org/N18-2004
Arabic (Bahrain),https://aclanthology.org/N18-2004
Arabic (Egyptian),https://aclanthology.org/N18-2004
Arabic (Eastern Libyan),https://aclanthology.org/N18-2004
Arabic (Bani-Hassan),https://aclanthology.org/N18-2004
Arabic (Kormakiti),https://aclanthology.org/N18-2004
Arabic (Moroccan),https://aclanthology.org/N18-2004
Arabic (Modern Standard),https://aclanthology.org/N18-2004
Arabic (North Levantine Spoken),https://aclanthology.org/N18-2004
Arabic (Palestinian),https://aclanthology.org/N18-2004
Arabic (Gulf),https://aclanthology.org/N18-2004
Arabic (Hijazi),https://aclanthology.org/N18-2004
Arabic (Kuwaiti),https://aclanthology.org/N18-2004
Arabic (Lebanese),https://aclanthology.org/N18-2004
Arabic (Borno Nigerian),https://aclanthology.org/N18-2004
Arabic (Iraqi),https://aclanthology.org/N18-2004
Arabic (San'ani),https://aclanthology.org/N18-2004
Arabic (Negev),https://aclanthology.org/N18-2004
Arabic (Syrian),https://aclanthology.org/N18-2004
Arabic (Tunisian),https://aclanthology.org/N18-2004
English,https://aclanthology.org/N18-2011
English,https://aclanthology.org/N18-2014
English,https://aclanthology.org/N18-2018
Catalan,https://aclanthology.org/N18-2022
German (Upper Austrian),https://aclanthology.org/N18-2024
German (Bavarian),https://aclanthology.org/N18-2024
German (Bern),https://aclanthology.org/N18-2024
German (Berlin),https://aclanthology.org/N18-2024
German,https://aclanthology.org/N18-2024
German (Hannover),https://aclanthology.org/N18-2024
German (Mansfeldisch),https://aclanthology.org/N18-2024
German (Ostschweiz),https://aclanthology.org/N18-2024
German (Appenzell),https://aclanthology.org/N18-2024
German (Ripuarian),https://aclanthology.org/N18-2024
German (Thurgau),https://aclanthology.org/N18-2024
German (Thuringian),https://aclanthology.org/N18-2024
German (Timisoara),https://aclanthology.org/N18-2024
German (Viennese),https://aclanthology.org/N18-2024
German (Westphalian),https://aclanthology.org/N18-2024
German (Zurich),https://aclanthology.org/N18-2024
German (Upper Austrian),https://aclanthology.org/N18-2027
German (Bavarian),https://aclanthology.org/N18-2027
German (Bern),https://aclanthology.org/N18-2027
German (Berlin),https://aclanthology.org/N18-2027
German,https://aclanthology.org/N18-2027
German (Hannover),https://aclanthology.org/N18-2027
German (Mansfeldisch),https://aclanthology.org/N18-2027
German (Ostschweiz),https://aclanthology.org/N18-2027
German (Appenzell),https://aclanthology.org/N18-2027
German (Ripuarian),https://aclanthology.org/N18-2027
German (Thurgau),https://aclanthology.org/N18-2027
German (Thuringian),https://aclanthology.org/N18-2027
German (Timisoara),https://aclanthology.org/N18-2027
German (Viennese),https://aclanthology.org/N18-2027
German (Westphalian),https://aclanthology.org/N18-2027
German (Zurich),https://aclanthology.org/N18-2027
English,https://aclanthology.org/N18-2032
Vietnamese,https://aclanthology.org/N18-2032
English,https://aclanthology.org/N18-2038
English,https://aclanthology.org/N18-2040
English,https://aclanthology.org/N18-2054
English,https://aclanthology.org/N18-2056
English,https://aclanthology.org/N18-2065
Japanese,https://aclanthology.org/N18-2065
French,https://aclanthology.org/N18-2068
English,https://aclanthology.org/N18-2083
English,https://aclanthology.org/N18-2096
Arabic (Chadian),https://aclanthology.org/N18-2101
